5727,176,67,4
6045,175,62,2
6368,178,59,8
4770,181,62,4
5095,180,64,4
5409,180,67,1
5886,266,64,9
5249,268,64,3
4610,270,67,7
4931,272,67,5
5566,275,57,16
6203,270,64,1
6360,360,67,17
5095,361,57,2
6045,363,68,2
5407,367,63,10
5715,369,56,8
4774,369,62,5
4929,451,61,4
5569,453,65,3
4611,456,67,11
5884,455,69,4
6202,456,69,5
5250,459,59,1
5246,460,59,2
4777,545,62,9
6044,548,67,14
5407,547,65,6
5729,547,65,1
5094,549,61,5
6360,548,67,2
5881,637,67,6
4931,638,58,10
5250,639,64,6
4614,639,59,2
6202,640,66,11
5566,642,68,9
6360,730,59,15
5726,727,68,6
6043,729,62,1
4775,731,62,3
5092,731,66,6
5410,734,71,1
5570,821,69,4
4617,822,63,2
6201,823,62,13
5884,823,68,5
4931,826,68,3
5253,827,71,4
5409,912,65,6
6359,915,63,6
4776,917,63,13
6043,916,69,1
5091,918,61,17
5718,924,62,1
6205,1006,66,2
5247,1008,65,7
4932,1010,65,4
5884,1011,66,6
4613,1011,67,11
5549,1019,54,20
6042,1097,65,2
4768,1100,64,6
5722,1099,67,4
6360,1099,67,2
5407,1100,69,4
5085,1102,62,1
5562,1189,66,2
4930,1191,68,8
6202,1191,65,5
5249,1191,69,12
5882,1191,66,3
4619,1195,62,8
6044,1282,65,4
4773,1285,69,4
5091,1285,65,1
5409,1286,68,2
5709,1296,48,25
5245,1375,60,11
5564,1374,64,3
4612,1377,66,4
4933,1377,66,3
6200,1378,69,1
5862,1380,48,1
5722,1465,68,9
6359,1465,66,1
5094,1467,61,2
6042,1467,64,9
4773,1470,63,5
5410,1470,64,2
5884,1553,62,10
5248,1557,65,7
4610,1558,65,3
4934,1559,64,6
5563,1559,70,2
6200,1561,56,9
6359,1645,61,1
5088,1649,59,22
5406,1649,63,1
6042,1650,70,1
5719,1651,60,6
4757,1655,53,2
5883,1742,69,6
5244,1743,64,4
4612,1745,68,1
6190,1746,59,1
4931,1747,66,4
5565,1750,60,14
6192,1750,59,7
6042,1834,65,15
6356,1831,69,10
5091,1836,63,3
5711,1840,56,8
4766,1842,62,1
5403,1843,61,3
4767,1844,62,1
6202,1925,65,8
4928,1927,65,13
4607,1926,63,6
5244,1927,68,5
5888,1927,66,1
5885,1929,66,1
5569,1930,63,1
5086,2018,59,7
6041,2020,65,7
6359,2019,61,4
5727,2021,62,5
5397,2025,61,7
4762,2036,53,10
4930,2116,68,4
6200,2118,66,7
