2887,83,64,3
2558,87,64,1
968,91,59,10
2238,90,64,2
1285,93,64,3
1603,93,68,3
1920,98,61,11
2399,177,65,7
2719,176,64,3
1766,182,57,5
2076,182,63,2
1126,184,66,2
1447,185,67,4
968,275,65,14
2560,273,67,5
1605,277,67,8
2234,275,60,2
1288,276,65,2
1916,283,57,10
2864,289,43,15
1445,364,62,9
2080,365,64,2
2719,365,66,5
1131,368,64,6
1764,370,63,8
2399,371,66,1
2882,453,64,9
2562,456,67,1
2232,457,56,1
2560,457,67,1
2558,458,67,1
1602,460,66,4
1927,461,63,3
969,463,64,6
1288,463,65,5
2718,545,67,10
1767,547,64,4
2403,550,57,7
1130,553,58,7
2083,552,67,1
1441,555,60,1
1606,640,62,11
2882,638,67,3
1924,640,64,4
2236,643,63,4
2557,642,64,1
966,644,65,6
1289,645,64,10
2720,729,63,2
2398,733,66,3
1442,735,53,5
1765,736,62,6
2081,736,64,2
1123,737,64,5
1924,824,64,3
2559,825,66,8
2881,824,67,6
1290,825,65,1
2242,825,59,6
1604,826,64,1
1282,829,65,1
965,831,67,2
2082,916,60,13
2715,916,61,18
2404,915,64,1
1762,917,67,7
1125,921,65,12
1444,921,67,2
2878,1009,68,12
2239,1009,62,3
2559,1009,64,2
1605,1010,66,2
1920,1013,67,3
968,1014,65,2
1285,1014,69,1
2716,1098,65,13
2088,1099,60,2
2396,1100,63,5
1764,1101,65,5
1760,1103,65,1
1125,1106,67,6
1445,1107,68,1
2561,1190,64,6
2877,1192,69,6
2237,1193,66,2
1927,1194,66,3
964,1197,68,7
1288,1197,68,2
1602,1200,65,1
2082,1283,66,3
2722,1285,66,1
2391,1287,62,5
1761,1290,65,1
1436,1292,61,6
1123,1293,64,4
2559,1375,66,5
2878,1376,65,9
1926,1376,68,1
2236,1378,67,1
964,1382,67,9
1603,1381,66,6
1287,1383,66,9
2063,1469,53,15
2398,1468,66,6
2715,1469,67,3
1443,1470,65,3
1126,1473,65,7
1755,1473,62,4
2555,1559,66,3
2876,1561,61,5
1913,1562,63,5
1281,1564,67,13
1601,1565,65,9
965,1568,61,7
2221,1577,47,40
1442,1652,61,14
2076,1652,65,9
2389,1656,64,5
2721,1655,65,2
1125,1656,68,8
1760,1656,67,1
2717,1656,65,2
2237,1741,66,4
2879,1744,61,3
2555,1746,65,8
1286,1748,69,3
1607,1748,61,5
1905,1749,51,1
964,1750,58,7
1909,1751,51,1
2717,1832,63,4
2394,1834,62,4
1443,1839,59,4
1761,1840,66,1
1123,1843,68,8
2079,1846,60,2
1914,1926,67,4
2236,1926,61,1
2560,1926,66,1
2875,1927,69,6
1601,1932,64,2
1280,1935,64,1
961,1936,65,14
2078,2023,67,11
1762,2023,65,2
