5175,152,51,7
5492,155,62,3
4225,160,64,12
3902,158,70,3
4532,161,58,7
4860,161,64,7
3582,162,57,9
4371,243,56,6
5020,245,66,5
5332,247,68,1
3741,249,59,6
4697,250,63,11
4062,249,66,3
5177,338,58,2
4538,342,55,14
5176,341,58,1
4854,342,62,7
3902,343,64,2
5174,345,58,6
4221,348,66,4
3582,349,64,7
5485,355,51,1
4384,431,64,8
4057,432,66,3
5333,433,68,3
4692,435,62,6
5015,433,67,2
3744,436,65,9
5497,520,62,9
4538,527,59,3
3580,527,67,4
3906,527,67,1
4221,527,65,2
4855,528,66,8
3904,528,67,1
5177,529,61,5
3902,529,67,1
5335,614,59,4
3744,619,64,4
4698,619,64,2
4058,621,66,3
4381,622,65,4
5017,621,66,1
5495,706,62,6
4538,708,66,4
5175,708,68,4
4851,711,55,14
4222,710,67,4
3582,711,65,9
3895,714,60,6
5336,799,63,4
4062,804,66,9
4379,804,65,11
5013,802,64,3
4693,803,62,3
3744,810,66,1
4859,892,63,3
5176,891,69,1
5495,892,64,5
3584,894,70,2
3903,895,69,1
4222,898,66,8
4539,898,66,1
5014,985,68,8
4382,987,62,10
4696,987,65,1
5332,987,67,10
4061,988,68,2
3735,994,60,1
4537,1074,66,1
4218,1078,57,14
4858,1077,62,9
5174,1076,63,8
5487,1076,64,7
3903,1082,66,1
3588,1085,66,4
4058,1166,63,2
4062,1167,63,3
4696,1169,65,7
4377,1170,63,1
5016,1171,66,4
5340,1171,63,3
3741,1173,68,5
4222,1260,68,6
3899,1262,61,3
4854,1262,69,3
5170,1263,63,7
5486,1264,64,7
3582,1265,62,8
4530,1266,71,4
5491,1267,64,1
4699,1352,68,3
4379,1353,68,6
3744,1354,66,6
5008,1354,64,7
5334,1354,67,1
4060,1356,66,2
5173,1444,60,3
4856,1445,66,5
5170,1445,60,1
5493,1447,63,6
3578,1448,69,5
3900,1448,67,3
4219,1448,67,4
4540,1448,61,1
5330,1534,65,10
4691,1535,64,2
3741,1538,68,7
5017,1538,67,1
4058,1539,70,5
4382,1541,65,8
5491,1625,59,5
4852,1629,64,16
5483,1628,58,1
5179,1629,67,5
4220,1631,67,7
4540,1630,70,2
3890,1646,52,1
5332,1720,68,6
5016,1723,68,15
4387,1723,65,2
3742,1724,67,7
4697,1728,66,1
4056,1729,68,7
5175,1811,70,2
4536,1814,62,9
3905,1814,60,1
4852,1815,67,7
4219,1816,66,4
3578,1819,68,7
5479,1820,56,8
5327,1903,64,2
4379,1905,66,6
5011,1905,55,4
4697,1906,66,2
4059,1908,66,5
3743,1909,68,5
4535,1996,65,3
4855,1997,63,1
3901,2000,68,8
4852,2001,63,10
4220,2001,61,11
5172,2001,62,5
3580,2017,55,1
5486,2018,50,6
4378,2093,68,1
