1675,118,61,4
1993,117,65,3
1833,207,67,5
1194,213,68,3
1515,214,67,1
1674,302,67,7
1995,300,67,5
1032,304,67,4
1354,306,67,11
1837,392,66,5
877,394,65,3
1511,396,69,6
1188,400,68,2
1997,486,66,2
1042,487,63,1
1674,489,65,7
1993,487,66,6
718,489,63,9
1032,489,64,7
1353,489,67,3
1833,578,59,9
1513,579,56,2
1198,580,68,1
875,582,60,15
1194,581,68,8
560,585,67,3
1993,669,65,13
1670,669,67,2
715,673,63,6
1039,672,64,5
1350,675,69,9
1827,762,65,5
1510,765,68,14
560,766,66,6
1194,766,66,5
879,768,63,1
1997,848,66,1
1986,853,65,12
1037,853,66,2
1669,855,68,7
712,855,57,5
1346,858,65,3
400,860,66,6
1829,946,67,8
1511,948,67,3
557,950,60,9
873,950,63,3
1188,951,60,4
241,954,64,7
1994,1036,70,1
1992,1037,70,1
1989,1038,70,3
1349,1041,65,12
1671,1039,67,3
1034,1044,65,4
402,1045,61,3
716,1047,65,11
1196,1129,63,8
1829,1131,68,5
1510,1133,68,9
877,1133,66,5
554,1137,65,4
238,1138,62,1
1667,1222,70,1
1993,1222,69,1
1347,1226,67,7
718,1226,65,2
1032,1226,67,8
399,1228,65,11
84,1230,56,2
1511,1315,56,9
556,1317,68,1
874,1317,66,1
1191,1317,64,2
239,1319,67,8
1826,1318,65,4
1348,1405,67,7
401,1408,64,6
1668,1407,69,2
1995,1408,67,9
711,1410,63,12
1029,1411,66,9
1987,1410,67,1
79,1415,66,10
1831,1496,68,6
1194,1498,67,6
557,1499,66,1
1512,1501,62,1
238,1505,66,4
872,1504,59,4
716,1591,67,9
1034,1589,68,4
1989,1589,69,3
1351,1590,69,3
1986,1590,69,1
1670,1592,63,6
1983,1591,69,1
398,1594,71,1
80,1596,66,1
81,1598,66,1
1831,1681,69,10
874,1682,67,5
1511,1682,71,2
1190,1683,72,3
554,1686,68,9
232,1687,65,2
1036,1773,60,6
719,1775,65,11
1994,1774,72,1
1670,1775,60,1
1352,1776,71,5
396,1779,69,1
78,1781,66,4
394,1780,69,1
1830,1867,71,1
556,1868,64,3
872,1868,69,2
1510,1870,67,1
1182,1872,67,1
235,1874,62,12
1346,1959,68,5
1671,1960,67,18
1989,1959,66,1
715,1961,66,6
1031,1962,69,2
393,1965,67,7
77,1968,62,19
